1,0,0,0.6666667,0
0,1,0,0.6666667,0
1,1,-1,0.5,1112.2831
2,1,0,0,2827.2654
1,2,0,0,2572.68044
0,3,0,0.6666667,-2267
3,1,-1,0.5,1720.4491
2,2,1,0,7073.9156
1,3,-1,0.5,1153.7603
4,1,0,0.6666667,1336.3592
3,2,0,0,5512.1325
2,3,0,0,5266.1325
1,4,0,0.6666667,18
5,1,-1,0.75,961.6395
4,2,1,0,4878.5199
3,3,-1,0.5,5332.3312
2,4,1,0,4487.2478
1,5,-1,0.75,-467
6,1,0,0.6666667,940
5,2,0,0,4123.0578
4,3,0,0.6666667,5606.4401
3,4,0,0.6666667,5371.5487
2,5,0,0,3558.7055
6,2,1,0,3924.521
5,3,-1,0.75,5159.7124
4,4,1,1,7062.4356
3,5,-1,0.75,4717.1551
2,6,1,0,3101.5242
7,2,0,0,3349.038
6,3,0,0.6666667,5037.7685
5,4,0,1.2,6462.6693
4,5,0,1.2,6257.0713
3,6,0,0.6666667,4337.4233
8,2,1,0,2995.134
7,3,-1,0.5,4531.3512
6,4,1,1,6497.6306
5,5,-1,1.5,6475.0835
4,6,1,1,6032.0426
3,7,-1,0.5,3643.6724
8,3,0,0,4155.3817
7,4,0,0.6666667,5952.5402
6,5,0,1.2,6927.7323
5,6,0,1.2,6676.4563
4,7,0,0.6666667,5358.4023
3,8,0,0,3162.4372
9,3,-1,0.5,3791.5999
8,4,1,0,5720.7223
7,5,-1,0.75,6631.2237
6,6,1,1,7680.1446
5,7,-1,0.75,6170.11
4,8,1,0,4881.9755
10,3,0,0.6666667,3507.6307
9,4,0,0.6666667,5241.4359
8,5,0,0,6496.4194
7,6,0,0.6666667,7469.8495
6,7,0,0.6666667,7238.8634
5,8,0,0,5811.7636
4,9,0,0.6666667,4297
10,4,1,1,4993.8973
9,5,-1,0.75,6101.6451
8,6,1,0,7520.3198
7,7,-1,0.5,7475.6148
6,8,1,0,7052.2783
5,9,-1,0.75,5285.2091
11,4,0,1.2,4540.9708
10,5,0,1.2,5880.0438
9,6,0,0.6666667,7100.1696
8,7,0,0,7699.4603
7,8,0,0,7463.6915
6,9,0,0.6666667,6497.4597
5,10,0,1.2,4868.7285
12,4,1,1.3333334,4285.2851
11,5,-1,1.5,5507.3535
10,6,1,1,6922.0546
9,7,-1,0.5,7373.7971
8,8,1,0,7976.2072
7,9,-1,0.5,6964.049
6,10,1,1,6083.1777
12,5,0,1.7142857,5269.6677
11,6,0,1.2,6558.0262
10,7,0,0.6666667,7286.2294
9,8,0,0,7750.7291
8,9,0,0,7542.3284
7,10,0,0.6666667,6640.4991
6,11,0,1.2,5522.7653
13,5,-1,1.875,4976.6306
12,6,1,1.3333334,6426.1321
11,7,-1,0.75,7038.5627
10,8,1,0,7767.0981
9,9,-1,0.5,7631.6383
8,10,1,0,7341.2577
7,11,-1,0.75,6202.2176
14,5,0,2,4719.6346
13,6,0,1.4285715,6118.274
12,7,0,0.8,6948.5452
11,8,0,0,7566.4952
10,9,0,0.6666667,7779.0192
9,10,0,0.6666667,7567.3431
8,11,0,0,6937.8864
7,12,0,0.8,5901.4992
15,5,-1,1.875,4405.6529
14,6,1,1.5,5961.4356
13,7,-1,0.8333333,6709.1717
12,8,1,0,7568.5707
11,9,-1,0.75,7720.1351
10,10,1,1,8032.2412
9,11,-1,0.75,7298.5028
8,12,1,0,6728.0252
16,5,0,1.7142857,4152.5265
15,6,0,1.4285715,5674
14,7,0,0.85714287,6609.0159
13,8,0,0,7389.3747
12,9,0,0.8,7738.2934
11,10,0,1.2,7971.7136
10,11,0,1.2,7765.5581
9,12,0,0.8,7105.0317
8,13,0,0,6297
16,6,1,1.3333334,5421.0778
15,7,-1,0.8333333,6378.5347
14,8,1,0,7364.8722
13,9,-1,0.8333333,7624.2954
12,10,1,1.3333334,8080.4656
11,11,-1,1.5,7915.6624
10,12,1,1.3333334,7662.7645
9,13,-1,0.8333333,6782
8,14,1,0,6044
17,6,0,1.2,5077
16,7,0,0.8,6236.6721
15,8,0,0,7163.4856
14,9,0,0.85714287,7622.3447
13,10,0,1.4285715,7955.2561
12,11,0,1.7142857,8111.4936
11,12,0,1.7142857,7901.1229
10,13,0,1.4285715,7335.7275
9,14,0,0.85714287,6554
17,7,-1,0.75,5887
16,8,1,0,7039.6855
15,9,-1,0.8333333,7463.5831
14,10,1,1.5,7993.3252
13,11,-1,1.875,8063.4882
12,12,1,2,8260.7103
11,13,-1,1.875,7649.5806
10,14,1,1.5,7167.2329
9,15,-1,0.8333333,6165
18,7,0,0.6666667,5613
17,8,0,0,6727.8058
16,9,0,0.8,7336.3065
15,10,0,1.4285715,7839.7994
14,11,0,2,8101.3979
13,12,0,2.2222223,8223.5028
12,13,0,2.2222223,8021.1366
11,14,0,2,7480.1109
10,15,0,1.4285715,6794
18,8,1,0,6497.479
17,9,-1,0.75,7082.2497
16,10,1,1.3333334,7751.911
15,11,-1,1.875,8004.2013
14,12,1,2.4,8333.8711
13,13,-1,2.5,8149.7653
12,14,1,2.4,7924.7083
11,15,-1,1.875,7198
10,16,1,1.3333334,6525
19,8,0,0,6185
18,9,0,0.6666667,6879.6662
17,10,0,1.2,7520.4151
16,11,0,1.7142857,7956.9467
15,12,0,2.2222223,8263.8525
14,13,0,2.7272727,8331.5533
13,14,0,2.7272727,8124.342
12,15,0,2.2222223,7661.0894
11,16,0,1.7142857,6960
20,8,1,0,5988
19,9,-1,0.5,6626.8567
18,10,1,1,7388.3463
17,11,-1,1.5,7799.2644
16,12,1,2,8272.4531
15,13,-1,2.5,8309.8969
14,14,1,3,8447.7445
13,15,-1,2.5,7907.4842
12,16,1,2,7478.7911
11,17,-1,1.5,6587
20,9,0,0,6444.0314
19,10,0,0.6666667,7167.0673
18,11,0,1.2,7682.1522
17,12,0,1.7142857,8113.5317
16,13,0,2.2222223,8348.4647
15,14,0,2.7272727,8448.6361
14,15,0,2.7272727,8251.2368
13,16,0,2.2222223,7746.3826
12,17,0,1.7142857,7129
11,18,0,1.2,6276
21,9,-1,0.5,6205
20,10,1,0,7034.5317
19,11,-1,0.75,7501.9685
18,12,1,1.3333334,8054.425
17,13,-1,1.875,8261.1049
16,14,1,2.4,8520.6549
15,15,-1,2.5,8353.5064
14,16,1,2.4,8122.7081
13,17,-1,1.875,7472.1698
12,18,1,1.3333334,6866
22,9,0,0.6666667,6011
21,10,0,0.6666667,6813.0902
20,11,0,0,7398.6778
19,12,0,0.8,7869.1886
18,13,0,1.4285715,8225.518
17,14,0,2,8458.2916
16,15,0,2.2222223,8481.1677
15,16,0,2.2222223,8281.8013
14,17,0,2,7869.2101
13,18,0,1.4285715,7252
12,19,0,0.8,6487
22,10,1,1,6671
21,11,-1,0.75,7219.8815
20,12,1,0,7803.8411
19,13,-1,0.8333333,8100.3449
18,14,1,1.5,8481.469
17,15,-1,1.875,8464.1203
16,16,1,2,8493.1301
15,17,-1,1.875,8072.4058
14,18,1,1.5,7700.0089
13,19,-1,0.8333333,6920
23,10,0,1.2,6436
22,11,0,1.2,7089.9262
21,12,0,0.8,7636.4382
20,13,0,0,8020.6172
19,14,0,0.85714287,8361.0596
18,15,0,1.4285715,8513.8073
17,16,0,1.7142857,8497.6304
16,17,0,1.7142857,8304.7557
15,18,0,1.4285715,7928.9559
14,19,0,0.85714287,7392
13,20,0,0,6657
24,10,1,1.3333334,6287
23,11,-1,1.5,6886.4377
22,12,1,1.3333334,7550.3919
21,13,-1,0.8333333,7860.3506
20,14,1,0,8337.1659
19,15,-1,0.8333333,8448.1856
18,16,1,1.3333334,8583.4986
17,17,-1,1.5,8398.9706
16,18,1,1.3333334,8197.6724
15,19,-1,0.8333333,7670
14,20,1,0,7173
24,11,0,1.7142857,6745
23,12,0,1.7142857,7356.2338
22,13,0,1.4285715,7787.1243
21,14,0,0.85714287,8169.5644
20,15,0,0,8446.2496
19,16,0,0.8,8537.8511
18,17,0,1.2,8520.279
17,18,0,1.2,8327.4621
16,19,0,0.8,7965.8409
15,20,0,0,7476
14,21,0,0.85714287,6828
25,11,-1,1.5,6557
24,12,1,2,7244.4202
23,13,-1,1.875,7623.5154
22,14,1,1.5,8112.5199
21,15,-1,0.8333333,8307.8692
20,16,1,0,8575.39
19,17,-1,0.75,8521.9322
18,18,1,1,8519.9096
17,19,-1,0.75,8142.2233
16,20,1,0,7815.8799
15,21,-1,0.8333333,7166
26,11,0,1.2,6403
25,12,0,1.7142857,7055.1115
24,13,0,2.2222223,7531.316
23,14,0,2,7952.9033
22,15,0,1.4285715,8267.5561
21,16,0,0.8,8459.9363
20,17,0,0,8570.2816
19,18,0,0.6666667,8527.1406
18,19,0,0.6666667,8339.848
17,20,0,0,8003.4567
16,21,0,0.8,7525
15,22,0,1.4285715,6926
27,11,-1,0.75,6216
26,12,1,1.3333334,6928
25,13,-1,1.875,7370
24,14,1,2.4,7892.8297
23,15,-1,1.875,8147.2749
22,16,1,1.3333334,8448.7829
21,17,-1,0.75,8505.4817
20,18,1,0,8614.2807
19,19,-1,0.5,8438.0593
18,20,1,0,8240.0434
17,21,-1,0.75,7751
16,22,1,1.3333334,7319
28,11,0,0,6056
27,12,0,0.8,6734
26,13,0,1.4285715,7260
25,14,0,2,7730.9793
24,15,0,2.2222223,8097.9701
23,16,0,1.7142857,8344.2698
22,17,0,1.2,8494.4032
21,18,0,0.6666667,8562.5988
20,19,0,0,8557.0258
19,20,0,0,8369.6711
18,21,0,0.6666667,8013.4575
17,22,0,1.2,7566
16,23,0,1.7142857,7031
28,12,1,0,6598
27,13,-1,0.8333333,7097
26,14,1,1.5,7655.8247
25,15,-1,1.875,7981.4177
24,16,1,2,8329.3255
23,17,-1,1.5,8427.766
22,18,1,1,8595.2594
21,19,-1,0.5,8538.0907
20,20,1,0,8551.3046
19,21,-1,0.5,8173.6697
18,22,1,1,7865.8632
17,23,-1,1.5,7310
29,12,0,0.8,6425
28,13,0,0,6980
27,14,0,0.85714287,7482
26,15,0,1.4285715,7906.5513
25,16,0,1.7142857,8229.6358
24,17,0,1.7142857,8412.9593
23,18,0,1.2,8534.3733
22,19,0,0.6666667,8576.0731
21,20,0,0,8546.7075
20,21,0,0,8369.1979
19,22,0,0.6666667,8034.3889
18,23,0,1.2,7625
17,24,0,1.7142857,7116
29,13,-1,0.8333333,6829
28,14,1,0,7410
27,15,-1,0.8333333,7765.9122
26,16,1,1.3333334,8193.2275
25,17,-1,1.5,8345.8864
24,18,1,1.3333334,8555.6141
23,19,-1,0.75,8551.2571
22,20,1,0,8616.5646
21,21,-1,0.5,8444.9303
20,22,1,0,8259.24
19,23,-1,0.75,7824
18,24,1,1.3333334,7456
30,13,0,1.4285715,6712
29,14,0,0.85714287,7251
28,15,0,0,7681
27,16,0,0.8,8063.8276
26,17,0,1.2,8323.8672
25,18,0,1.2,8488.2382
24,19,0,0.8,8576.2204
23,20,0,0,8600.6653
22,21,0,0.6666667,8530.8265
21,22,0,0.6666667,8352.8054
20,23,0,0,8069.5129
19,24,0,0.8,7680
18,25,0,1.2,7213
30,14,1,1.5,7156
29,15,-1,0.8333333,7552
28,16,1,0,7996.0154
27,17,-1,0.75,8234.4788
26,18,1,1,8493.8411
25,19,-1,0.75,8546.7023
24,20,1,0,8658.1769
23,21,-1,0.75,8557.3805
22,22,1,1,8533.5215
21,23,-1,0.75,8203.4567
20,24,1,0,7949.6265
19,25,-1,0.75,7457
31,14,0,2,7004
30,15,0,1.4285715,7456
29,16,0,0.8,7867
28,17,0,0,8181.5991
27,18,0,0.6666667,8419.9526
26,19,0,0.6666667,8554.6747
25,20,0,0,8630.5467
24,21,0,0.8,8618.941
23,22,0,1.2,8555.7321
22,23,0,1.2,8380.0394
21,24,0,0.8,8087.7286
20,25,0,0,7747
19,26,0,0.6666667,7299
31,15,-1,1.875,7320
30,16,1,1.3333334,7785
29,17,-1,0.75,8080.7757
28,18,1,0,8412.3835
27,19,-1,0.5,8518.0428
26,20,1,0,8668.9848
25,21,-1,0.75,8622.0215
24,22,1,1.3333334,8656.4623
23,23,-1,1.5,8486.1423
22,24,1,1.3333334,8303.8233
21,25,-1,0.75,7916.0805
20,26,1,0,7603
32,15,0,2.2222223,7209
31,16,0,1.7142857,7652
30,17,0,1.2,7992
29,18,0,0.6666667,8311.425
28,19,0,0,8514.8795
27,20,0,0,8639.3548
26,21,0,0.6666667,8665.0958
25,22,0,1.2,8661.2325
24,23,0,1.7142857,8582.2348
23,24,0,1.7142857,8407.2067
22,25,0,1.2,8135.3117
21,26,0,0.6666667,7790
20,27,0,0,7396
32,16,1,2,7552
31,17,-1,1.5,7883
30,18,1,1,8243.6656
29,19,-1,0.5,8434.2324
28,20,1,0,8666.6916
27,21,-1,0.5,8656.2097
26,22,1,1,8723.0122
25,23,-1,1.5,8623.0686
24,24,1,2,8572.2553
23,25,-1,1.5,8274.1924
22,26,1,1,8022.7254
21,27,-1,0.5,7595
20,28,1,0,7236
33,16,0,2.2222223,7400
32,17,0,1.7142857,7785
31,18,0,1.2,8132
30,19,0,0.6666667,8372.2753
29,20,0,0,8594.85
28,21,0,0,8686.2805
27,22,0,0.6666667,8711.1625
26,23,0,1.2,8682.9135
25,24,0,1.7142857,8613.2777
24,25,0,1.7142857,8439.915
23,26,0,1.2,8161.3121
22,27,0,0.6666667,7840
21,28,0,0,7450
33,17,-1,1.875,7651
32,18,1,1.3333334,8054
31,19,-1,0.75,8288.5833
30,20,1,0,8550.1639
29,21,-1,0.5,8633.4747
28,22,1,0,8755.7227
27,23,-1,0.75,8695.9032
26,24,1,1.3333334,8701.0188
25,25,-1,1.5,8532.6823
24,26,1,1.3333334,8354.0268
23,27,-1,0.75,8000.6387
22,28,1,0,7702
34,17,0,2,7530
33,18,0,1.4285715,7922
32,19,0,0.8,8221.335
31,20,0,0,8476.9135
30,21,0,0.6666667,8597.2213
29,22,0,0.6666667,8708.9912
28,23,0,0,8742.0852
27,24,0,0.8,8711.9923
26,25,0,1.2,8633.7602
25,26,0,1.2,8460.4977
24,27,0,0.8,8193.2549
23,28,0,0,7870
35,17,-1,2.1,7386
34,18,1,1.5,7827
33,19,-1,0.8333333,8115.0303
32,20,1,0,8429.3821
31,21,-1,0.75,8534.6695
30,22,1,1,8691.8193
29,23,-1,0.75,8714.569
28,24,1,0,8775.9946
27,25,-1,0.75,8670.4087
26,26,1,1,8609.6079
25,27,-1,0.75,8325.5606
24,28,1,0,8083.8977
23,29,-1,0.75,7671
35,18,0,1.5555556,7677
34,19,0,0.85714287,8022.8488
33,20,0,0,8330.5778
32,21,0,0.8,8492.8325
31,22,0,1.2,8631.1256
30,23,0,1.2,8710.1425
29,24,0,0.8,8760.2103
28,25,0,0,8734.1798
27,26,0,0.6666667,8648.7985
26,27,0,0.6666667,8477.6578
25,28,0,0,8217.0749
24,29,0,0.8,7891
36,18,1,1.6,7578
35,19,-1,0.875,7891
34,20,1,0,8247.4967
33,21,-1,0.8333333,8404.8115
32,22,1,1.3333334,8599.6917
31,23,-1,1.5,8662.1382
30,24,1,1.3333334,8777.9672
29,25,-1,0.75,8737.9768
28,26,1,0,8736.3846
27,27,-1,0.5,8569.2199
26,28,1,0,8393.0328
25,29,-1,0.75,8045
24,30,1,1.3333334,7742
36,19,0,0.8888889,7792
35,20,0,0,8125.926
34,21,0,0.85714287,8333.3694
33,22,0,1.4285715,8518.9696
32,23,0,1.7142857,8637.3391
31,24,0,1.7142857,8731.9362
30,25,0,1.2,8765.0247
29,26,0,0.6666667,8746.5981
28,27,0,0,8669.6204
27,28,0,0,8497.3225
26,29,0,0.6666667,8233.997
25,30,0,1.2,7904
37,19,-1,0.9,7663
36,20,1,0,8033.1654
35,21,-1,0.875,8233.5781
34,22,1,1.5,8467.9495
33,23,-1,1.875,8574.7006
32,24,1,2,8723.2609
31,25,-1,1.5,8738.3358
30,26,1,1,8790.3563
29,27,-1,0.5,8694.8386
28,28,1,0,8642.7811
27,29,-1,0.5,8355.9907
26,30,1,1,8106
25,31,-1,1.5,7707
38,19,0,0.90909094,7563
37,20,0,0,7912
36,21,0,0.8888889,8158.1666
35,22,0,1.5555556,8372.9008
34,23,0,2,8535.1967
33,24,0,2.2222223,8663.3998
32,25,0,1.7142857,8736.7146
31,26,0,1.2,8770.2829
30,27,0,0.6666667,8741.8845
29,28,0,0,8670.9364
28,29,0,0,8503.2646
27,30,0,0.6666667,8231
26,31,0,1.2,7916
39,19,-1,0.9166667,7437
38,20,1,0,7828
37,21,-1,0.9,8054.9436
36,22,1,1.6,8307.629
35,23,-1,2.1,8458.156
34,24,1,2.4,8643.9987
33,25,-1,1.875,8696.6438
32,26,1,1.3333334,8792.2534
31,27,-1,0.75,8738.9719
30,28,1,0,8732.0621
29,29,-1,0.5,8570.9696
28,30,1,0,8395.9467
27,31,-1,0.75,8059
26,32,1,1.3333334,7770
40,19,0,0.90909094,7332
39,20,0,0,7708
38,21,0,0.90909094,7976.4073
37,22,0,1.6363636,8218
36,23,0,2.1818182,8403.8034
35,24,0,2.5454545,8568.5995
34,25,0,2,8680.9224
33,26,0,1.4285715,8754.7746
32,27,0,0.8,8768.0379
31,28,0,0,8736.5912
30,29,0,0.6666667,8642.0027
29,30,0,0.6666667,8473.7802
28,31,0,0,8232
27,32,0,0.8,7924
40,20,1,0,7627
39,21,-1,0.9166667,7873
38,22,1,1.6666666,8152.7858
37,23,-1,2.25,8322.8751
36,24,1,2.6666667,8540.1876
35,25,-1,2.1,8628.1392
34,26,1,1.5,8755.8539
33,27,-1,0.8333333,8746.7692
32,28,1,0,8780.7769
31,29,-1,0.75,8665.6047
30,30,1,1,8583.0524
29,31,-1,0.75,8327
28,32,1,0,8113
27,33,-1,0.8333333,7735
41,20,0,0,7503
40,21,0,0.90909094,7794
39,22,0,1.6923077,8058
38,23,0,2.3076923,8271.0417
37,24,0,2.7692308,8460.1734
36,25,0,2.1818182,8598.9157
35,26,0,1.5555556,8703.7686
34,27,0,0.85714287,8756.151
33,28,0,0,8765.0281
32,29,0,0.8,8715.5148
31,30,0,1.2,8610.3098
30,31,0,1.2,8446.4313
29,32,0,0.8,8215
28,33,0,0,7930
41,21,-1,0.9,7688
40,22,1,1.6666666,7990
39,23,-1,2.357143,8187.7565
38,24,1,2.857143,8427.3871
37,25,-1,2.25,8538.5002
36,26,1,1.6,8692.8831
35,27,-1,0.875,8721.3347
34,28,1,0,8794.5555
33,29,-1,0.8333333,8718.0839
32,30,1,1.3333334,8679.3451
31,31,-1,1.5,8518.6449
30,32,1,1.3333334,8347
29,33,-1,0.8333333,8049
42,21,0,0.8888889,7603
41,22,0,1.6363636,7891
40,23,0,2.3076923,8130.7809
39,24,0,2.9333334,8347.5398
38,25,0,2.3076923,8505.102
37,26,0,1.6363636,8631.5499
36,27,0,0.8888889,8717.7972
35,28,0,0,8763.4955
34,29,0,0.85714287,8752.1404
33,30,0,1.4285715,8686.2866
32,31,0,1.7142857,8583.9267
31,32,0,1.7142857,8418.7167
30,33,0,1.4285715,8193
29,34,0,0.85714287,7917
42,22,1,1.6,7826
41,23,-1,2.25,8045
40,24,1,2.857143,8303.5626
39,25,-1,2.357143,8437.4175
38,26,1,1.6666666,8612.3888
37,27,-1,0.9,8675.5223
36,28,1,0,8777.4637
35,29,-1,0.875,8739.0736
34,30,1,1.5,8735.9057
33,31,-1,1.875,8611.6317
32,32,1,2,8528.8243
31,33,-1,1.875,8286
30,34,1,1.5,8075
43,22,0,1.5555556,7726
42,23,0,2.1818182,7981
41,24,0,2.7692308,8218
40,25,0,2.3076923,8400.6822
39,26,0,1.6923077,8546.347
38,27,0,0.90909094,8656.8848
37,28,0,0,8736.2424
36,29,0,0.8888889,8757.0967
35,30,0,1.5555556,8724.266
34,31,0,2,8662.1601
33,32,0,2.2222223,8555.0584
32,33,0,2.2222223,8396.2351
31,34,0,2,8170
30,35,0,1.5555556,7904
43,23,-1,2.1,7894
42,24,1,2.6666667,8168
41,25,-1,2.25,8331.7986
40,26,1,1.6666666,8521.7245
39,27,-1,0.9166667,8605.9419
38,28,1,0,8739.5086
37,29,-1,0.9,8731.473
36,30,1,1.6,8759.6335
35,31,-1,2.1,8669.3631
34,32,1,2.4,8625.4383
33,33,-1,2.5,8468.4034
32,34,1,2.4,8300
31,35,-1,2.1,8014
44,23,0,2,7829
43,24,0,2.5454545,8079
42,25,0,2.1818182,8281
41,26,0,1.6363636,8449.9359
40,27,0,0.90909094,8581.7422
39,28,0,0,8695.7505
38,29,0,0.90909094,8737.4597
37,30,0,1.6363636,8734.1534
36,31,0,2.1818182,8707.533
35,32,0,2.5454545,8633.0884
34,33,0,2.7272727,8530.5685
33,34,0,2.7272727,8369.5344
32,35,0,2.5454545,8148
31,36,0,2.1818182,7883
44,24,1,2.4,8026
43,25,-1,2.1,8209
42,26,1,1.6,8418
41,27,-1,0.9,8520.1301
40,28,1,0,8682.4667
39,29,-1,0.9166667,8701.8913
38,30,1,1.6666666,8755.682
37,31,-1,2.25,8701.2195
36,32,1,2.6666667,8688.1371
35,33,-1,2.9166667,8557.7457
34,34,1,3,8477.0482
33,35,-1,2.9166667,8239
32,36,1,2.6666667,8034
45,24,0,2.2222223,7939
44,25,0,2,8155
43,26,0,1.5555556,8345
42,27,0,0.8888889,8495.4062
41,28,0,0,8623.0998
40,29,0,0.90909094,8695.2044
39,30,0,1.6923077,8722.7311
38,31,0,2.3076923,8724.5798
37,32,0,2.7692308,8680.964
36,33,0,3.0769231,8611.8214
35,34,0,3.2307692,8503.7082
34,35,0,3.2307692,8344.9026
33,36,0,3.0769231,8129
46,24,1,2,7884
45,25,-1,1.875,8084
44,26,1,1.5,8308
43,27,-1,0.875,8434.198
42,28,1,0,8604.2917
41,29,-1,0.9,8646.8655
40,30,1,1.6666666,8729.8086
39,31,-1,2.357143,8709.2808
38,32,1,2.857143,8721.7028
37,33,-1,3.2142856,8621.5541
36,34,1,3.4285715,8576.0338
35,35,-1,3.5,8414.7964
34,36,1,3.4285715,8256
46,25,0,1.7142857,8030
45,26,0,1.4285715,8235
44,27,0,0.85714287,8398.7344
43,28,0,0,8543.1564
42,29,0,0.8888889,8635.0233
41,30,0,1.6363636,8689.0417
40,31,0,2.3076923,8717.605
39,32,0,2.9333334,8703.3118
38,33,0,3.3333333,8663.935
37,34,0,3.6,8586.0606
36,35,0,3.7333333,8481.4629
35,36,0,3.7333333,8327.131
34,37,0,3.6,8118
47,25,-1,1.5,7955
46,26,1,1.3333334,8195
45,27,-1,0.8333333,8338
44,28,1,0,8520.2118
43,29,-1,0.875,8586.5256
42,30,1,1.6,8691.8053
41,31,-1,2.25,8687.0893
40,32,1,2.857143,8731.7459
39,33,-1,3.4375,8660.3786
38,34,1,3.75,8644.4902
37,35,-1,3.9375,8511.3126
36,36,1,4,8429.3193
35,37,-1,3.9375,8202
48,25,0,1.2,7895
47,26,0,1.2,8121
46,27,0,0.8,8302
45,28,0,0,8457.6529
44,29,0,0.85714287,8568.5699
43,30,0,1.5555556,8648.3455
42,31,0,2.1818182,8693.874
41,32,0,2.7692308,8705.05
40,33,0,3.3333333,8689.6099
39,34,0,3.8823528,8641.5591
38,35,0,4.117647,8568.0803
37,36,0,4.2352943,8460.1847
36,37,0,4.2352943,8305.0821
35,38,0,4.117647,8102
48,26,1,1,8076
47,27,-1,0.75,8239
46,28,1,0,8433
45,29,-1,0.8333333,8521.5633
44,30,1,1.5,8642.7547
43,31,-1,2.1,8663.1676
42,32,1,2.6666667,8725.2011
41,33,-1,3.2142856,8680.002
40,34,1,3.75,8687.7155
39,35,-1,4.2777777,8583.5615
38,36,1,4.4444447,8533.039
37,37,-1,4.5,8381.7123
36,38,1,4.4444447,8221
49,26,0,0.6666667,7996
48,27,0,0.6666667,8197
47,28,0,0,8369
46,29,0,0.8,8495.0801
45,30,0,1.4285715,8592.4981
44,31,0,2,8660.7565
43,32,0,2.5454545,8695.6096
42,33,0,3.0769231,8700.8748
41,34,0,3.6,8678.9139
40,35,0,4.117647,8627.6497
39,36,0,4.631579,8553.4399
38,37,0,4.736842,8448.2762
37,38,0,4.736842,8296.5116
36,39,0,4.631579,8089
50,26,1,0,7943
